FMID,MarketName,street,city,County,State,zip,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1006584,Brookside Farmers' Market,3603 St. Andrews Dr.,Stockton,San Joaquin,California,95219,N,Y,N,Y,Y,-,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 12:28
1002427,Brookside Farmers' Market,63rd Street and Wornall Road,Kansas City,Jackson,Missouri,64113,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,05/12/2016 00:01
1008379,Brooksville Farmers' Market,Cornfield Hill Road,Brooksville,Hancock,Maine,4617,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,6/24/2013 17:13
1018891,Brooksville Main Street Farmers Market,Main Street,Brooksville,Hernando,Florida,34602,Y,N,N,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12/15/2017 12:38
1001086,Brookville Farmers Market,South Main Street,Brookville,Franklin,Indiana,47012,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,5/15/2014 10:57
1005909,Brookwood Farmers Market,Caney Road,Cumming,Forsyth,Georgia,30041,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/14/2012 15:18
1012171,Broome County Regional Farmers Market,840 Upper Front St,Binghamton,Broome,New York,13905,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,7/20/2016 13:01
1017989,Broomfield Farmers Market at Holy Comforter Episcopal Church,1700 W 10th Ave,Broomfield,Broomfield,Colorado,80020,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,05/11/2017 17:52
1001751,Brooten Farmers Market,,Brooten,Stearns,Minnesota,56316,N,N,N,N,N,-,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,06/09/2011 00:01
1005744,Brown County Farmers Market,Rte 24 W/Quincy Road,Mt. Sterling,Brown,Illinois,62353,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,04/11/2011 12:26
1009737,Brown County Farmers Market (Ripley Farmer's Market),Main and Cherry St,Georgetown ,Brown,Ohio,45121,N,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,04/04/2014 01:01
1009736,Brown County Farmers Market (Ripleys' Farmers Market),477 W. Main St,Mt Orab,Brown,Ohio,45154,N,N,N,N,Y,-,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,04/04/2014 00:51
1018135,Brown Deer Farmers Market,9078 N. Green Bay Road,Brown Deer,Milwaukee,Wisconsin,53209,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,6/20/2017 13:30
1019468,Brown University Farmers Market,Thayer St,Providence ,Providence,Rhode Island,2912,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,04/11/2019 14:21
1019727,Brownsburg Farmers Market,61 N. Green Street,Brownsburg,Hendricks,Indiana,46112,Y,Y,N,Y,Y,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,12/20/2019 9:47
1009721,Brownstown Farmers Market,21313 Telegraph Road,Brownstown,Wayne,Michigan,48183,Y,N,N,Y,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,04/12/2016 11:23
1004188,"Brownstown, Indiana Farmer's Market",Walnut St.,Brownstown,Jackson,Indiana,47220,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 13 2010  2:36PM
1004405,Brownsville Community Farmers Market,"BMS Family Health Center lot, 592 Rockaway Ave.",New York City,Kings,New York,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1001326,Brownsville Farmers Market,16822 Willow Glen Road,Brownsville,Yuba,California,95919,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,5/24/2014 18:51
1001910,Brownsville Farmers Market,Park and Main,Brownsville,Linn,Oregon,97327,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,05/05/2016 10:36
1008036,Brownsville Farmers Market,32 Market Street,Brownsville,Fayette,Pennsylvania,15417,N,Y,N,N,N,-,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,04/01/2013 16:15
1006168,Brownsville Farmers' Market,"Linear Park, 6th & Ringgold St.",Brownsville,Cameron,Texas,78520,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/31/2014 17:22
1008924,Brownsville Pitkin YM,Thomas Boyland St. at Pitkin Ave,Brooklyn,New York,New York,11212,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,9/25/2015 11:52
1008922,Brownsville Rockaway YM,Rockaway Ave at Livonia Ave,Brooklyn,New York,New York,11212,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,03/04/2014 17:06
1006966,Brownwood Area Farmers Market,Bank of America Parking lot at Baker & Main St.,Brownwood,Brown,Texas,76801,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1009204,Brownwood Farmers Market,2726 Brownwood Boulevard,Wildwood,Sumter,Florida,32163,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1017968,Bruce Community Farmers Market,Corner of Hwy 8 and N Alvey Street,Bruce,Rusk,Wisconsin,54819,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,7/27/2018 12:57
1000211,Bruceton Farmers' Market,Bruceton School Morgantown St.,Bruceton Mills,Preston,West Virginia,26525,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun  1 2010  8:25PM
1000161,Bruceton Mills Farmers Market,Across from the Fire Hall,Bruceton Mills,Preston,West Virginia,26525,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007142,Bruner's Gardens Farmers Market II,"Omaha Street Rapid City, SD 57369",Rapid City,Pennington County,South Dakota,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1016892,Brunswick Farmer's Market,1 E. Potomac Street ,Brunswick ,Frederick,Maryland,21716,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,05/09/2017 17:43
1006260,Brunswick Farmers Market,18 Keyes Lane,Brunswick,Rensselaer,New York,12180,N,N,Y,Y,N,-,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/16/2012 16:53
1008607,Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm,277 Pleasant Hill Rd,Brunswick,Cumberland,Maine,4011,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,7/26/2018 16:06
1007369,Brush Farmers Market,1302 W Edison St.,Brush,Morgan,Colorado,80723,Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/17/2013 13:59
1012625,Bryan House Farmers Market,1113  E. Mile 2 Rd,Mission ,Hidalgo,Texas,78574,Y,Y,N,N,N,-,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,7/15/2016 0:35
1008485,Bryn Mawr Farmers' Market,Lancaster and Bryn Mawr Avenues,Bryn Mawr ,Montgomery,Pennsylvania,19096,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,6/29/2016 12:52
1011923,BTN Lake Nona Farmers Market,12350 Narcoossee Road,Orlando,Orange,Florida,32832,Y,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,6/27/2016 14:53
1006164,Buchanan Farmer' Market,112 Days Avenue,Buchanan,Berrien,Michigan,49107,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 22 2010  4:49PM
1008472,Buckeye Acres Farmers' Market,91 NE 600 Road,Warrensburg,Johnson,Missouri,64093,Y,N,N,N,N,-,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,6/25/2013 16:06
1011832,Buckeye Farmer's Market,22865 West Lower Buckeye Road,Buckeye,Maricopa,Arizona,85326,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/25/2016 17:56
1009437,Buckfield Farmer's Market & Co op,868 Auburn RD (Rt 4 Pomodoros ),Turner,Anderoscoggin,Maine,4282,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1001707,Buckhannon - Upshur Farmer's Market Association,Jaw Bone Park (South Florida Street),Buckhannon,Upshur,West Virginia,26201,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,06/12/2013 11:38
1003921,Buckingham County Farmers Market,Rte. 20 & Rte. 15 (Dilwyn),Buckingham,Buckingham,Virginia,23921,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1009376,Buckland Farm Market,4484 Lee Highway,Warrenton,Fauquier,Virginia,20187,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1019218,Buckroe Beach Farmers Market,100 N. First Street,Hampton,Hampton,Virginia,23664,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,08/07/2018 10:09
1008953,Bucksport Bay Farmers' Market,99 Main Street,Bucksport ,Hancock,Maine,4416,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,N,12/27/2018 14:46
1005010,Buckwalters Farmers Market,101 Buckwalter Place,Bluffton,Beaufort,South Carolina,29910,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1000170,Buena Vista Community Market,Magnolia Parking Lot,Buena Vista,Buena Vista,Virginia,24416,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1006844,Buena Vista Farmers Market,US-24 and W Main St,Buena Vista,Chaffee,Colorado,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1006166,Buffalo Center Farmers Market,Hwy 9 west of Drivers Choice Restaurant,Buffalo Center,Winnebago,Iowa,550424,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1006993,Buffalo Farmers' Market,501 Cherry St.,Buffalo,Dallas,Missouri,65622,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,06/05/2012 14:39
1002305,Buffalo Main Street Market,3 S. Main St.,Buffalo,Johnson,Wyoming,82834,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/26/2012 15:25
1010621,Bunnell Farmers Market,2551 north state st,Bunnell,Flagler,Florida,32110,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,9/30/2014 8:11
1000843,Burbank Certified Farmers' Market,"150 N. Third Street Burbank, CA 91502",Burbank,Los Angeles,California,91502,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,12/19/2018 10:09
1001541,Burien Farmers Market,5th Place SW & Southwest 152nd St.,Burien,King,Washington,98166,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,5/20/2014 11:50
1019492,Burke ,5671 Roberts Parkway,Burke,Fairfax,Virginia,22015,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,4/25/2019 14:21
1018514,Burke Area Farmers Market,Main Street,Burke,Gregory,South Dakota,57523,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,07/03/2017 14:56
1000503,Burke County Farmer's Market II,Faett Street,Valdese,Burke,North Carolina,28690,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,07/01/2013 14:07
1019241,Burkesville Farmers Market,204 South Main,Burkesville ,Cumberland,Kentucky,42717,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,09/04/2018 11:00
1009233,Burleson Farmers Market,217 W Renfro,Burleson,Johnson,Texas,76028,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1011375,Burlingame Farmers Market,,Burlingame ,Osage,Kansas,,Y,N,N,Y,Y,-,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/16/2015 18:27
1005322,Burlingame Fresh Market Farmers Market,Howard Ave. & Park,Burlingame,San Mateo,California,94010,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007666,Burlington County Farmers Market,500 Centerton Rd.,Moorestown,Burlington,New Jersey,8505,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010  2:36PM
1011402,Burlington Downtown Farmers Market,Front st. and Spring St.,Burlington,Alamance,North Carolina,27216,Y,N,N,N,Y,-,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2/27/2016 2:19
1007475,Burlington Farmers Market,Burlington Congregational Church,Burlington,Hartford,Connecticut,6013,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1019316,Burlington Farmers Market,590 Main Street,Burlington,Chittenden,Vermont,5406,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11/03/2018 16:24
1005892,Burlington Farmers Market,Parking lot N. of Red Caboose on 4th St. & Neosho,Burlington,Coffey,Kansas,66839,N,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/24/2012 14:13
1012090,Burlington Farmers Market,,Burlington ,Chittenden,Vermont,5401,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6/28/2016 20:33
1011043,Burlington Farmers' Market,61 Center Street,Burlington ,Middlesex,Massachusetts,1803,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,4/17/2015 11:08
1010100,Burlington New North End Farmers Market,925 North Avenue,Burlington ,Chittenden,Vermont,5408,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,05/05/2014 09:34
1009303,Burnap's Farm Market & Garden Cafe,7277 Maple Ave.,Sodus,Wayne,New York,14551,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1004249,Burnet Road Farmers' Market,6701 Burnet Road Market,Austin,Austin,Texas,78757,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,04/02/2014 11:40
1008964,Burnett County Farmers' Markets - Alpha,11631 State Road 70 / Grantsburg,Grantsburg,Burnett,Wisconsin,54840,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,7/21/2016 12:27
1012716,Burnett County Farmers' Markets - Grantsburg - Burnett Medical Center, 257 W St George Ave,Grantsburg,Burnett,Wisconsin,54840,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/21/2016 12:27
1008967,Burnett County Farmers' Markets - Grantsburg - Library,415 South Robert Street,Grantsburg,Burnett,Wisconsin,54840,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,7/21/2016 12:28
1008969,Burnett County Farmers' Markets - Siren,23943 State Road 35,Siren,Burnett,Wisconsin,54872,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,7/21/2016 12:20
1006194,Burney Certfied Farmers Market,37143 Main St,Burney,Shasta,California,96013,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,05/02/2011 00:21
1002006,Burney Wednesday Farmers Market,VFW Hall - Main Street,Redding,Shasta,California,96099,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004904,Burnsville Farmers Market II,"3333 Cliff Rd., Mary Mother of the Church",Burnsville,Dakota,Minnesota,55337,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1012559,Burnt Hills Farmers Market,802 Saratoga Rd. (Route 50),Burnt Hills,Saratoga,New York,12027,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/14/2016 8:02
1019799,Burrillville Farmers Market,75 Tinkham Lane,Harrisville ,Providence,Rhode Island,2830,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,3/13/2020 11:05
1007007,Burwell Farmers Market,Congregational Church,Burwell,Garfield County,Nebraska,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1004868,Bush Farmers market,81088 Watt-Thomas Road,Bush,St. Tammany,Louisiana,70431,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004727,Bushwick Farmers' Market,Halsey Street and Broadway,Brooklyn,Kings,New York,11233,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/30/2012 20:56
1004730,Bushwick Farmers' Market Satellite Farm Stand,Woodbine Street and Irving Avenue,Brooklyn,Kings,New York,11237,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/30/2012 21:17
1002567,"Butler County Farmers Market, Greenville, AL",701 Cedar,Greenville,Butler,Alabama,36037,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,08/02/2018 12:12
1005485,Butler Farmers Market,12700 W Hampton Ave,Butler,Waukesha,Wisconsin,53007,N,Y,N,Y,N,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 9:19
1004214,Butler Plaza Satellite Market,Southwest Gainesville at Butler Plaza,Gainesville,Alachua,Florida,32608,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1001990,Butler Walkabout Farmers Market,400 West Pushmatha Street,Butler,Choctaw,Alabama,36904,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1001362,Butte Farmers Market,Uptown Butte,Butte,Silver Bow,Montana,59701,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,07/07/2016 06:20
1010322,Buy Fresh Buy Local of North Carolina Farmers Market - Salisbury,1560 Julian Road,Salisbury,Rowan,North Carolina,28146,Y,N,N,N,N,-,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,6/18/2014 12:19
1010321,Buy Fresh Buy Local of North Carolina Farmers Market - Spencer,400 Block South Salisbury Avenue,Spencer,Rowan,North Carolina,28159,Y,N,N,N,N,-,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,6/18/2014 12:16
1007604,Buzzards Bay Farmers Market,"Buzzards Bay Park, near 70 Main St",Buzzards Bay,Barnstable,Massachusetts,2532,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1008380,Byrd House Market,Idlewood Ave and S. Linden St.,Richmond,Richmond City,Virginia,23220,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/24/2013 17:26
1005481,Byrne's Mill Farmers' Market,"At the intersection of Hwy 30 and Route W, behind McDonalds on Hunter Lane",Byrne's Mill,Jefferson,Missouri,63051,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,6/25/2013 16:48
1002617,Byron Farmer's Market,84th St & Byron Center Ave,Byron Center,Kent,Michigan,49315,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,4/26/2014 21:53
1007741,C Street Market,329 E Commercial,Springfield,Greene,Missouri,65803,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,06/05/2012 14:57
1010702,Cabool Area Farmers' Market,601 Main Street,Cabool ,Texas,Missouri,65689,Y,N,N,N,N,-,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,10/28/2014 12:25
1009640,Cache Valley Gardeners' Market ,199 North Main Street,Logan ,Cache,Utah,84321,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,6/27/2016 23:19
1004248,Cadillac Area Farmers Market,Lake Street near the Wexford County Public Library,Cadillac,Wexford,Michigan,49601,N,Y,Y,Y,Y,-,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,5/21/2012 15:17
1004299,Cadiz Trigg County Farmer's Market,70 Main Street  Downtown Cadiz,Cadiz,Trigg,Kentucky,42211,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,04/09/2015 15:24
1004927,Cagan Crossings Farmers' Market,600 Cagan Park Ave.,Clermont,Lake,Florida,34714,Y,N,N,N,N,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,7/26/2018 15:32
1002592,Cairo State Farmers Market,1110 North Broad Street,Cairo,Grady,Georgia,31728,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004862,Cajun Farmers Market,Naquin,Houma,Terrebonne,Louisiana,70361,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/20/2015 10:33
